likes,body,url
108,А как вы боретесь с синдромом самозванца?,https://sun1-90.userapi.com/VG4MY79ii_qUSQ9BKAn6TEe9-D6zj0Iopxormg/-0MFPzuSTHE.jpg
44,"Гайд по созданию аркадной игры на ванильном JavaScript:
 
http://odinokun.com/2020-03-02-sozdanie-arkadnoj-igry-na-vanilnom-javascript.html

#фронтенд@tproger_web #javascript@tproger_web",https://sun1-90.userapi.com/VG4MY79ii_qUSQ9BKAn6TEe9-D6zj0Iopxormg/-0MFPzuSTHE.jpg
12,"Подход к разработке Canary Deployment называется так в честь интересного способа проверки наличия опасных газов в шахтах. Канарейки очень любят петь, а ещё они чувствительны к метану и угарному газу. Даже при небольшой концентрации этих газов в воздухе они теряют сознание или умирают. Золотоискатели и шахтёры брали птичек с собой: пока канарейки поют, можно работать. Замолчали — в шахте газ и пора уходить. Так шахтёры жертвовали маленькой птичкой, чтобы остаться в живых.

В IT живых птичек использовать никак не получится, но основанный на этом подход позволяет выкатывать новые версии продукта безопаснее. Суть Canary Deployment заключается в том, что вы пускаете немного настоящего продакшн-трафика на новую версию, что помогает безопасно проверить новую версию, жертвуя малым ради большой цели. 

Как работает подход, чем он полезен и как его реализовать, смотрите в видеодокладе.

А текстовую версию можно почитать здесь: https://tprg.ru/y1Zp

#devops@tproger_web",https://sun1-90.userapi.com/VG4MY79ii_qUSQ9BKAn6TEe9-D6zj0Iopxormg/-0MFPzuSTHE.jpg
75,"Наш подписчик выпустил очередное видео, в котором показывает процесс создания анимации частиц с параллакс эффектом на чистом JavaScript.

Ссылка на код: https://codepen.io/ThreePixDroid/pen/RwPJeXq

Другие уроки по анимации: 
— эффект притяжения и отталкивания частиц: https://vk.com/wall-183460226_1303 
— эффект электроразряда: https://vk.com/wall-183460226_1027
— анимация перемещения частиц по гексагональной сетке: https://vk.com/wall-183460226_4039

#фронтенд@tproger_web #javascript@tproger_web",https://sun1-90.userapi.com/VG4MY79ii_qUSQ9BKAn6TEe9-D6zj0Iopxormg/-0MFPzuSTHE.jpg
86,"Что там по погоде за окном? Напишите приложение и посмотрите.

Вот, например, приложение на React, можно будет посмотреть погоду на неделю вперёд:

https://github.com/iamsainikhil/weather-react

#фронтенд@tproger_web #react@tproger_web",https://sun1-90.userapi.com/VG4MY79ii_qUSQ9BKAn6TEe9-D6zj0Iopxormg/-0MFPzuSTHE.jpg
515,"Подборка из 11 репозиториев, которые помогут прокачаться любому разработчику:

1. Awesome — самый популярный репозиторий, в котором представлены все темы, от разработки ПО до аппаратного обеспечения и бизнеса: https://github.com/sindresorhus/awesome

2. Подборка бесплатного ПО и сервисов: https://github.com/ripienaar/free-for-dev 
 
3. Пособие для технических интервью: https://github.com/yangshun/tech-interview-handbook

4. Подборка бесплатных источников для обучения: https://github.com/EbookFoundation/free-programming-books

5. Подборка бесплатных API: https://github.com/public-apis/public-apis

6. Заметки эффективного инженера: https://gist.github.com/rondy/af1dee1d28c02e9a225ae55da2674a6f

7. Разбор продвинутых вопросов по JavaScript: https://github.com/lydiahallie/javascript-questions

8. Алгоритмы и структуры данных на JavaScript: https://github.com/trekhleb/javascript-algorithms

9. Чистый код на JavaScript: https://github.com/ryanmcdermott/clean-code-javascript

10. Awesome для начинающих: https://github.com/MunGell/awesome-for-beginners

11. Большой список проблемных строк, которые пользователи могут вводить в ваше программу: https://github.com/minimaxir/big-list-of-naughty-strings 

#javascript@tproger_web",https://sun9-67.userapi.com/c857636/v857636667/1a34fa/KSIOZv0zq3k.jpg
22,"Дизайн-система — это такая штука, которая объединяет в себе библиотеку переиспользуемых компонентов, правила стиля, дизайнерские паттерны. Всё это может здорово облегчить жизнь и дизайнерам, и разработчикам.

В качестве хорошего примера такой системы можно привести дизайн-систему Альфа-Банка:

https://digital.alfabank.ru/

А в статье на Хабре дизайнер из банка рассказал, почему такая система — это круто, с какими проблемами приходится сталкиваться и как эти проблемы решаются:

https://tprg.ru/SgmG

#фронтенд@tproger_web #дизайн@tproger_web",https://sun9-65.userapi.com/c205728/v205728988/ac27a/goGp9zv5Zrw.jpg
92,"Как создать hover-анимацию, показанную в этом видео? Вот подробный гайд:

https://fossheim.io/writing/posts/css-box-shadow-animation/

#фронтенд@tproger_web #css@tproger_web",https://sun9-65.userapi.com/c205728/v205728988/ac27a/goGp9zv5Zrw.jpg
49,"Дашборд в терминале за 300 строк кода на Go? Легко:

https://tprg.ru/5N9o

#мониторинг@tproger_web #go@tproger_web",https://sun9-68.userapi.com/c858236/v858236572/1acf45/NN8h92fsOVM.jpg
170,"Хотите устроиться в Google JavaScript-разработчиком, но боитесь идти на собеседование, потому что не знаете, что там будут спрашивать?

Разработчик сходил туда за вас, а теперь всё подробно рассказывает:

https://tprg.ru/N3qZ

#javascript@tproger_web #google@tproger_web",https://sun9-37.userapi.com/c857228/v857228572/128d7f/4YVHGnsSANk.jpg
19,"SoundCloud выпустили Periskop — сервис для мониторинга за исключениями:

https://developers.soundcloud.com/blog/periskop-exception-monitoring-service

UI — на картинке в посте, код — на гитхабе:

https://github.com/soundcloud/periskop

#мониторинг@tproger_web",https://sun9-39.userapi.com/c855336/v855336572/21063f/9mD829x4yN4.jpg
37,"Большая подборка туториалов по работе с Kubernetes от DigitalOcean, Google, Kubernetes, IBM, Amazon, Microsoft: 
 
https://www.magalix.com/blog/the-best-kubernetes-tutorials

#devops@tproger_web #kubernetes@tproger_web",https://sun9-39.userapi.com/c855336/v855336572/21063f/9mD829x4yN4.jpg
37,"Задумывались ли вы, зачем в современном вебе нужен title?

Мобильные браузеры отображать в тултипе содержимое атрибута не могут, в отличие от десктопных. В описании ссылок и изображений атрибут тоже в общем-то не нужен. Можно, конечно использовать для добавления дополнительной информации к фреймам, но фреймы уже никто не использует.

Подробней почитать про этот вопрос можно в статье разработчика, участника рабочих групп W3C:

https://developer.paciellogroup.com/blog/2010/11/using-the-html-title-attribute/

#фронтенд@tproger_web #html@tproger_web",https://sun9-39.userapi.com/c855336/v855336572/21063f/9mD829x4yN4.jpg
34,"Инструмент для сканирования кластера Kubernetes на потенциально небезопасные права доступа: https://github.com/cyberark/KubiScan

Называется KubiScan. Эта штука была опубликована как часть отдельного исследования по безопасности Role-based access control в K8s: https://tprg.ru/5mk6 

Все поднобности в репозитории, там же пример использования и демка.

#kubernetes@tproger_web",https://sun9-54.userapi.com/c857632/v857632948/1a725d/FS-JxgN7crk.jpg
33,"Инструмент для организации доски мониторинга за серверами, статусом сборки, критическими ошибками и всякими другими метриками. Ну, знаете, такой большой экран на стене, которы иногда становится красным и все в офисе паникуют.

Называется Monitoror: https://github.com/monitoror/monitoror

На картинке в посте пример дашборда, его же можно глянуть в лайв-режиме здесь: https://tprg.ru/Ibqk

Monitoror написан на Go, работает на Linux (64bits, ARM), macOS, Windows (64bits). Все подробности в репозитории.

#мониторинг@tproger_web",https://sun9-27.userapi.com/c857232/v857232121/11ea3d/ONMIzjsZHvY.jpg
42,"Сегодня делимся полезными ссылками для всех программистов, не только по вебу. Да что уж там, это вообще для многих полезно.

Как возродить потерянную мотивацию: https://tprg.ru/c2af

Вам кажется, что все вокруг программируют лучше? Не беспокойтесь, вы не одиноки: https://tprg.ru/Pmjy

Зачем разработчику личный план развития и как его составить: https://tprg.ru/ICke

Как побороть прокрастинацию: https://tprg.ru/isha

Если у вас есть другие полезные статьи, которые вам когда-то помогли — смело кидайте в комментарии.

#мотивация@tproger_web #саморазвитие@tproger_web",https://sun9-43.userapi.com/c858524/v858524121/11f15e/HGZ-Bao9BMk.jpg
125,"GitHub купил npm: https://github.blog/2020-03-16-npm-is-joining-github/

Говорят, что всё по прежнему будет бесплатным. Сейчас в npm более 1,3 миллиона пакетов и 75 миллиардов загрузок в месяц. Это очень важная часть JavaScript-мира.

Ключевые направления развития обозначены так:
— инвестиции в развитие инфраструктуры и платформы;
— улучшение пользовательского опыта: продолжение развития Workspaces, процесса публикации пакетов и добавление многофакторной аутентификации;
— взаимодействие с сообществом: идеи от пользователей будут приниматься и добавляться в план разработки.

Мы думаем, что новость скорее позитивная. MS довольно хорошо повлияла на GitHub после покупки. Посмотрим, что будет дальше.

#javascript@tproger_web #npm@tproger_web #github@tproger_web",https://sun9-29.userapi.com/c858532/v858532167/11ad55/zjFbjkIt67M.jpg
61,"Продолжаем тему HTTP/3, потому что всем уже очень хочется, чтобы это заработало. Наши сайты просто станут быстрее работать, юзеры довольны, программисты, владельцы — все.

Попалась хорошая статейка о том, что вообще такое HTTP/3, откуда и как он появился, в чём плюсы: https://tprg.ru/YoQF

По срокам HTTP/3 хотя бы частично в реальной жизни можно ожидать в 2020 году, летом стандарт обещают окончательно утвердить, а экспериментальная поддержка есть уже почти везде. Особо никто не торопится, чтобы не накосячить в процессе.

А потом можно ждать и обновление с multipath (доступ к одному сайту по разным сетевым соединениям) и поддержкой ненадёжных или частично надёжных стримов (трансляторы всякие порадуются) и других вкусняшек.

#http@tproger_web",https://sun9-29.userapi.com/c858532/v858532167/11ad55/zjFbjkIt67M.jpg
448,Обычная разработка веб-проекта,https://sun9-9.userapi.com/c205820/v205820475/a6abb/Tvlja6XbEqw.jpg
35,"Годная статья по балансировке долгоживущих подключений в Kubernetes

https://learnk8s.io/kubernetes-long-lived-connections

Если коротко, то K8s по умолчанию не балансирует коннекшены, которые держатся долго: HTTP/2, gRPC, RSockets, AMQP или подключения в БД, например. И некоторые поды могут получить куда больше нагрузки, чем хотелось бы.

И тут можно задуматься о балансировке на клиенте. Вот в статье про это и пишут.

#devops@tproger_web #kubernetes@tproger_web",https://sun9-22.userapi.com/c206524/v206524432/a982a/I-o8-Iua9eg.jpg
91,"Визуальный клиент Git для терминала: https://github.com/jesseduffield/lazygit

Написан на Go, есть пакеты под популярные дистрибутивы Linux и сборка под Windows. 

Git — очень удобный и мощный инструмент. Но начать им пользоваться сразу на полную не всегда просто. Так что подобные инструменты помогают перестать бояться мержей, ребейзов и других страшных слов.

Другие хорошие визуальные клиенты скидывайте в комменты, новичкам будет полезно. Да и просто для обмена опытом.

#git@tproger_web",https://sun9-22.userapi.com/c206524/v206524432/a982a/I-o8-Iua9eg.jpg
242,"12 концепций, которые прокачают ваш JavaScript: https://tproger.ru/translations/javascript-important-concepts/ 

Рекомендуем всем, кто сталкивается с JS. Статья не охватывает всё, что может пригодится, но некоторые полезные советы точно найти можно.

#javascript@tproger_web",https://sun1-92.userapi.com/c855728/v855728992/20c195/Q5wLwDaJC_E.jpg
87,"Инструмент для ресайза и конвертации картинок в вебе: https://bulkresizephotos.com/

И когда мы говорим «в вебе», то имеем в виду не на удалённом сервере, а локально у вас на комьютере, просто в веб-интерфейсе. По этой причине всё работает так быстро (для референса 150 средних картинок за 60 секунд).

Вроде простая идея, но жизнь сильно упрощает. Не надо ничего скачивать, запускать. Просто переходишь по ссылке с параметрами и все твои настройки уже подгрузились. Драг-н-дропаешь картинки и готово.

#инструменты@tproger_web",https://sun9-15.userapi.com/c858520/v858520313/11cbcf/sVOTufrqU7s.jpg
234,.garden { margin-left: 60%; },https://sun9-44.userapi.com/c205816/v205816280/93257/3HQ7KOTWHOU.jpg
51,"По поводу веб-скрейпинга. Вот тут ещё подъехало руководство по этому делу на Java: https://www.scrapingbee.com/java-webscraping-book/

Авторы бесплатно опубликовали книжку на 130 страниц, которую изначально издали в 2018 году. И даже дали прямую ссылку на скачивание PDF (прикрепили к посту).

Для тех, кто всё пропустил: веб-скрейпинг это про то, как забирать данные с других сайтов. Например, спарсить сводки по коронавирусу и отобразить их в своей IDE. Чтобы мониторить ситуацию не отвлекаясь от кодинга.

#парсинг@tproger_web",https://sun9-25.userapi.com/c205820/v205820130/a4f64/xCuw6hTyVdo.jpg
60,"Годная статейка про то, как забирать данные с других сайтов и при этом не попасть в бан. Ну или попасть, но потом обойти его.

https://tproger.ru/translations/web-scraping-without-getting-blocked/

Имеется в виду именно открытый парсинг, когда API или готовых фидов нет. Например, чтобы забрать себе данные по ценам на товары в онлайн-магазинах конкуретов.

(картинка в посте про «извлечение» данных, хехе, ну вы поняли)

#парсинг@tproger_web",https://sun9-70.userapi.com/c858328/v858328111/1973be/217S7d5oUag.jpg
94,"Git Flow — модель ветвления и слияния в гите, которая стала безумно популярной после одной заметки 10-летней давности. И вот в этом году выходит другая статья, где говорится, что это всё фигня и так делать не надо. И даже автор оригинальной заметки вносит правки в своё видение.

В общем, занятно получилось: https://habr.com/ru/company/flant/blog/491320/

#git@tproger_web",https://sun9-38.userapi.com/c206720/v206720965/9e0e6/BmJouAsgjJQ.jpg
141,"В инструментах разработчика Google Chrome есть возможность скопировать любой запрос на вкладке Network в виде команды cURL. Все заголовки и кукисы включены т.е. можно полностью повторить HTTP-реквест вне браузера.

Но можно ещё круче. Берём команду cURL из буфера и вставляем вот тут: https://curl.trillworks.com/. Получаем готовый код на Pyhton, Go, PHP или на чём вы там сейчас пишите.

Это удобно, когда работаете с сайтами, которые проверяют заголовки или ещё какие-то условия, которые просто так сразу не видно.

#chrome@tproger_web #браузеры@tproger_web",https://sun9-38.userapi.com/c206720/v206720965/9e0e6/BmJouAsgjJQ.jpg
213,"Вышло новое издание, надо брать",https://sun9-12.userapi.com/c856120/v856120280/1fcc36/KoNScAGRBt0.jpg
45,"Сколько раз вы писали sl вместо ls для получения списка файлов в консоли?

Предлагаем делать опечатки стильно:
sudo apt-get install sl
(ну или какой там у вас пакетный менеджер, утилита есть почти под все платформы: https://tprg.ru/QolU)

Теперь к вам приедет паровозик (Steam Locomotive), если вы снова ошибётесь. Разные опции дают разный результат, можно экспериментировать.

#консоль@tproger_web",https://sun9-12.userapi.com/c856120/v856120280/1fcc36/KoNScAGRBt0.jpg
35,"Сегодня рассказываем про директиву stale-while-revalidate HTTP-заголовка Cache-Control.

Суть в том, что клиент может использовать уже «протухшую» версию файла из кэша, а в это время запросить новую версию в фоне. Вроде как и ответ на запрос можно получить мгновенно и обновление кэша тоже происходит, просто с задержкой.

Вот пример от ребят из Google:
cache-control: private, max-age=900, stale-while-revalidate=3600

Такой заголовок они добавили для скрипта gpt.js, который используется для показа рекламы. Если файл запрашивается между 15 и 60 минутами, после того как он попал в кэш, будет использоваться устаревшая версия, но в фоне скрипт будет обновлён и закэширован для использования в будущем. Добавление заголовка ускорило начальную загрузку скрипта на 2% и на 0,5% увеличило доход с рекламы. Подробнее: https://tprg.ru/IuW7

Директива stale-while-revalidate не входит в основной стандарт, однако уже поддерживается в FF, Chrome и Edge (в целом 67% юзеров по миру на момент публикации поста: https://tprg.ru/yNhM).

#http@tproger_web #браузеры@tproger_web",https://sun9-33.userapi.com/c206820/v206820377/9b3fc/L8jxP568Vng.jpg
134,"Где и как мониторить скорость загрузки веб-сайта, чтобы понимать как можно всё улучшить — годная подборка инструментов от команды Tproger

#мониторинг@tproger_web #инструменты@tproger_web",https://sun9-33.userapi.com/c206820/v206820377/9b3fc/L8jxP568Vng.jpg
27,"Вышла новая версия Memcached 1.6.0

Авторы говорят, что добавили много крутых фич и исправили кучу ошибок, которые надо было давно пофиксить: https://tprg.ru/aiMP

Если кто уже пробовал — поделитесь в комментариях, как работает и есть ли ускорение или снижения загрузку CPU в этой версии.",https://sun9-23.userapi.com/c857016/v857016280/11076c/hAEPYKmIEu4.jpg
49,"GoScan — сканер сети, основанный на nmap, но с большим уровнем абстракции. Умеет в автодополнение команд.

Обнаружение хостов, сканер портов, поиск запущенных сервисов через интеграции с другими утилитами — вот это всё.

Но самое интересное, что GoScan хорошо работает в нестабильном окружении с потерями связи. Все процессы запускаются в фоне и сохраняют состояние в SQLite. Если что-то пойдёт не так, можно будет продолжить с предыдущей точки или вообще получить результаты асинхронно.

Подробнее на гитхабе: https://github.com/marco-lancini/goscan

#сеть@tproger_web",https://sun9-23.userapi.com/c857016/v857016280/11076c/hAEPYKmIEu4.jpg
52,"Поговорим немного о JIT в PHP 8 

Новая мажорная версия PHP ожидается уже в конце 2020 года, так что сейчас ведётся активная разработка. Что-то может поменяться перед релизом, но в целом общий список изменений можно глянуть тут, например: https://tprg.ru/Ocoy

Одна из наиболее обсуждаемых фишек — Just In Time (JIT) компилятор. Он будет реализован как часть расширения Opcache. Суть в том, что некоторые участки кода будут компилироваться в инструкции CPU на лету. Это значит, что в некоторых случаях можно будет пропустить виртуальную машину Zend и выполнить код напрямую в процессоре.

На практике же ожидать серьёзного прироста производительности не стоит, потому что основной затык в PHP-коде обычно не в CPU, а в потоках ввода-вывода. Ускорение инструкций не ускорит обращения к диску или сетевые запросы.

Больше подробностей можно глянуть тут: https://tprg.ru/f67m 

Ждём первые сборки, будем проверять на практике.

#бэкенд@tproger_web #php@tproger_web",https://sun9-19.userapi.com/c857416/v857416254/19903a/sl5cIdUEkNQ.jpg
